en,zh-cn,zh-tw,pos,description,,,,,,,,,,,,,,,,,,,,,
bulk action,批量操作,批次操作,verb,,,,,,,,,,,,,,,,,,,,,,
bulk actions,批量操作,批次操作,noun,,,,,,,,,,,,,,,,,,,,,,
bullet list,项目符号列表,項目符號清單,noun,适用于排版相关内容,,,,,,,,,,,,,,,,,,,,,
bundle,套装组合,套件組合,noun,,,,,,,,,,,,,,,,,,,,,,
bundle,捆绑销售,搭售方案,noun,,,,,,,,,,,,,,,,,,,,,,
bundle,捆绑,方案,noun,,,,,,,,,,,,,,,,,,,,,,
bundle,搭售,搭售,noun,,,,,,,,,,,,,,,,,,,,,,
Burmese,缅甸语,緬甸文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Burmese kyat,缅元,緬元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Burundian franc,布隆迪法郎,蒲隆地法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Busingen,布辛根,布辛根,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
button,按钮,按鈕,noun,,,,,,,,,,,,,,,,,,,,,,
BY,署名,姓名標示,noun,适用于 Creative Commons 创用 CC 授权方式,,,,,,,,,,,,,,,,,,,,,
cache,缓存,快取,noun,,,,,,,,,,,,,,,,,,,,,,
Cairo,开罗,開羅,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Calcutta,加尔各答,加爾各答,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
call,调用,呼叫,verb,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
call,调用,呼叫,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
call to action,行动号召,行動號召,noun,,,,,,,,,,,,,,,,,,,,,,
callback,回调,回呼,verb,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
callback,回调,回呼,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
caller,调用端,呼叫端,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
call-to-action,行动号召,行動號召,noun,,,,,,,,,,,,,,,,,,,,,,
Cambodian,柬埔寨语,柬埔寨文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Cambodian riel,柬埔寨瑞尔,柬埔寨瑞爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Cambridge Bay,剑桥湾,劍橋灣,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
campaign,广告活动,廣告活動,noun,Google 官方译文 (建议采用),,,,,,,,,,,,,,,,,,,,,
Campo Grande,大坎普,格蘭德營,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Canadian dollar,加元,加拿大元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Canary,加那利群岛,加那利群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Canberra,堪培拉,坎培拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Cancun,坎昆,坎昆,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
canvas,编辑区,編輯區,noun,,,,,,,,,,,,,,,,,,,,,,
capability,权限,權限,noun,以 WordPress 使用这个字汇的实际用途及定义而言，绝大多数的时候是指「权限」。,,,,,,,,,,,,,,,,,,,,,
Cape Verde,佛得角,維德角,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Cape Verdean escudo,佛得角埃斯库多,維德角埃斯庫多,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Caracas,加拉加斯,卡拉卡斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
caret,插入符,插入號,noun,,,,,,,,,,,,,,,,,,,,,,
carousel,轮播,輪轉,noun,,,,,,,,,,,,,,,,,,,,,,
carousel view,轮播视图,輪轉檢視,noun,适用于检视方式名称,,,,,,,,,,,,,,,,,,,,,
Cart,购物车,購物車,noun,,,,,,,,,,,,,,,,,,,,,,
Casablanca,卡萨布兰卡,卡薩布蘭卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
cascading style sheets,层叠样式表,階層式樣式表,noun,,,,,,,,,,,,,,,,,,,,,,
case sensitive,区分大小写,區分大小寫,noun,,,,,,,,,,,,,,,,,,,,,,
case-sensitive,区分大小写,區分大小寫,noun,,,,,,,,,,,,,,,,,,,,,,
Casey,开西站,開西站,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Catalan,加泰罗尼亚语,加泰羅尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Catamarca,卡塔马卡,卡達馬卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
category,分类,分類,noun,,,,,,,,,,,,,,,,,,,,,,
category base,分类目录起点,分類目錄起點,noun,,,,,,,,,,,,,,,,,,,,,,
caution,警告,警告,noun,,,,,,,,,,,,,,,,,,,,,,
Cayenne,开云,開雲,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Cayman,开曼群岛,開曼群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Cayman Islands dollar,开曼群岛元,開曼群島元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
ccTLD,ccTLD,ccTLD,noun,Country code top-level-domain (国家/地区代码顶级域) 的缩写,,,,,,,,,,,,,,,,,,,,,
ccTLD,国家/地区代码顶级域名,國家/地區代碼頂層網域,noun,Country code top-level-domain (国家/地区代码顶级域) 的缩写,,,,,,,,,,,,,,,,,,,,,
CDN,CDN,內容傳遞網路,noun,,,,,,,,,,,,,,,,,,,,,,
Cebuano,宿务语,宿霧文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
cell,保存格,儲存格,noun,,,,,,,,,,,,,,,,,,,,,,
Center,中心市,中心市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Central African CFA franc,中非法郎,中非法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Central Kurdish,中库尔德语,中部庫德文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
centralize,集中式,集中式,verb,,,,,,,,,,,,,,,,,,,,,,
centralized,集中式,集中式,adjective,,,,,,,,,,,,,,,,,,,,,,
certificate,证书,憑證,noun,,,,,,,,,,,,,,,,,,,,,,
Ceuta,休达,修達,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
CFP franc,太平洋法郎,太平洋法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Chagos,查戈斯,查哥斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
chain,链结,鏈結,noun,,,,,,,,,,,,,,,,,,,,,,
Chamorro,查莫罗语,查莫羅文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
changelog,变更日志,變更記錄,noun,,,,,,,,,,,,,,,,,,,,,,
channel,频道,頻道,noun,,,,,,,,,,,,,,,,,,,,,,
character,字符,字元,noun,,,,,,,,,,,,,,,,,,,,,,
character set,字符集,字元集,noun,,,,,,,,,,,,,,,,,,,,,,
chart,图表,圖表,noun,,,,,,,,,,,,,,,,,,,,,,
Chat,聊天,交談記錄,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
Chatham,查塔姆,查塔姆群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
cheat sheet,备忘单,速查表,noun,,,,,,,,,,,,,,,,,,,,,,
Cheatin' uh?,抱歉，此操作无法进行。,很抱歉，無法進行這項操作。,verb,,,,,,,,,,,,,,,,,,,,,,
Cheatin&#8217; uh?,抱歉，此操作无法进行。,很抱歉，無法進行這項操作。,verb,,,,,,,,,,,,,,,,,,,,,,
Cheating uh?,抱歉，此操作无法进行。,很抱歉，無法進行這項操作。,verb,,,,,,,,,,,,,,,,,,,,,,
Chechen,车臣语,車臣文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
check,检查,核取,verb,操作对象为复选框 (Checkbox) 时使用,,,,,,,,,,,,,,,,,,,,,
checkbox,复选框,核取方塊,noun,,,,,,,,,,,,,,,,,,,,,,
checker,检查员,檢查程式,noun,,,,,,,,,,,,,,,,,,,,,,
checklist,清单,檢查清單,noun,,,,,,,,,,,,,,,,,,,,,,
checkout,签出,簽出,verb,适用于 SVN、Git 或 GitHub,,,,,,,,,,,,,,,,,,,,,
checkout,结帐,結帳,noun,,,,,,,,,,,,,,,,,,,,,,
Chicago,芝加哥,芝加哥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Chichewa,齐切瓦语,齊切瓦文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chihuahua,奇瓦瓦州,赤瓦瓦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
child theme,子主题,子佈景主題,noun,,,,,,,,,,,,,,,,,,,,,,
Chilean peso,智利比绍,智利披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Chinese,中文,中文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chinese (China),中文 (中国),中文 (中國),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chinese (Hong Kong),中文 (香港),中文 (香港),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chinese (Taiwan),中文 (中国),中文 (台灣),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chinese yuan,人民币,中國人民幣,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Chisinau,基希讷乌,奇西瑙,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Chita,赤塔,赤塔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Choibalsan,乔巴山,喬巴山,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Chongqing,重庆,重慶,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
choose,选择,選取,verb,,,,,,,,,,,,,,,,,,,,,,
Christmas,圣诞岛,聖誕島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Chungking,重庆,重慶,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Church Slavic,古教会斯拉夫语,古教會斯拉夫文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Chuuk,楚克岛,楚克島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Chuvash,楚瓦什语,楚瓦什文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
circle,圆圈,圓圈,noun,适用于形状,,,,,,,,,,,,,,,,,,,,,
citation,引文,引文,noun,,,,,,,,,,,,,,,,,,,,,,
CJK Decimal,中日韩文小数,中日韓文小數,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
CJK Ideographic,中日韩表意字符,中日韓表意字元,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
classic,旧式,舊式,adjective,,,,,,,,,,,,,,,,,,,,,,
classic,经典,傳統,adjective,,,,,,,,,,,,,,,,,,,,,,
classic editor,经典编辑器,傳統編輯器,noun,,,,,,,,,,,,,,,,,,,,,,
click,点击,點擊,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
client,客户端,用戶端,noun,,,,,,,,,,,,,,,,,,,,,,
client,客户,客戶,noun,,,,,,,,,,,,,,,,,,,,,,
clipboard,剪贴板,剪貼簿,noun,,,,,,,,,,,,,,,,,,,,,,
Clubhouse,Clubhouse,Clubhouse,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
CMS,CMS,CMS,noun,一般来说，CMS 会是 Content Management System (内容管理系统) 的缩写,,,,,,,,,,,,,,,,,,,,,
Cocos,科科斯,可可斯群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Code,代码,程式碼,noun,,,,,,,,,,,,,,,,,,,,,,
code editor,代码编辑器,程式碼編輯器,noun,,,,,,,,,,,,,,,,,,,,,,
code snippet,代码片段,程式碼片段,noun,,,,,,,,,,,,,,,,,,,,,,
codebase,代码基底,程式碼基底,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
collaborate,协同合作,協同合作,verb,,,,,,,,,,,,,,,,,,,,,,
collaboration,协同合作,協同合作,noun,,,,,,,,,,,,,,,,,,,,,,
collapse,收缩,收合,verb,,,,,,,,,,,,,,,,,,,,,,
collation,校对,定序,noun,适用于程序开发及数据库,,,,,,,,,,,,,,,,,,,,,
Colombian peso,哥伦比亚比绍,哥倫比亞披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Colombo,科伦坡,可倫坡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
colon,冒号,冒號,noun,适用于标点符号 :,,,,,,,,,,,,,,,,,,,,,
color,颜色,色彩,noun,,,,,,,,,,,,,,,,,,,,,,
color scheme,配色方案,色彩配置,noun,,,,,,,,,,,,,,,,,,,,,,
column,行栏,行,noun,,,,,,,,,,,,,,,,,,,,,,
column,数据行,資料行,noun,,,,,,,,,,,,,,,,,,,,,,
comfirmation,确认,確認,noun,,,,,,,,,,,,,,,,,,,,,,
comma,逗号,逗號,noun,"适用于标点符号 ,",,,,,,,,,,,,,,,,,,,,,
comma,逗号,逗號,noun,,,,,,,,,,,,,,,,,,,,,,
comma separated values,逗号分隔值,逗點分隔值,noun,文件格式的一种，缩写为 CSV,,,,,,,,,,,,,,,,,,,,,
command,命令,命令,noun,,,,,,,,,,,,,,,,,,,,,,
command line,命令行,命令列,noun,,,,,,,,,,,,,,,,,,,,,,
command prompt,命令提示符,命令提示字元,noun,,,,,,,,,,,,,,,,,,,,,,
comment,评论,留言,noun,,,,,,,,,,,,,,,,,,,,,,
ComodRivadavia,科莫德里瓦达维亚,科木多洛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Comorian franc,科摩罗法郎,葛摩法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Comoro,科摩罗,葛摩,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
compatibility,兼容性,相容性,noun,,,,,,,,,,,,,,,,,,,,,,
compile,编译,編譯,verb,,,,,,,,,,,,,,,,,,,,,,
compliance,合规性,合規性,noun,,,,,,,,,,,,,,,,,,,,,,
component,组件,元件,noun,,,,,,,,,,,,,,,,,,,,,,
Conakry,科纳克里,科納克里,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
config file,配置文件,組態檔案,noun,,,,,,,,,,,,,,,,,,,,,,
configure,配置,組態,verb,,,,,,,,,,,,,,,,,,,,,,
confirm,确认,確認,verb,,,,,,,,,,,,,,,,,,,,,,
Congolese franc,刚果法郎,剛果法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
connection type,连接类型,連線類型,noun,,,,,,,,,,,,,,,,,,,,,,
constant,常数,常數,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
constructor,构造函数,建構函式,noun,,,,,,,,,,,,,,,,,,,,,,
contact form,联系表单,聯絡表單,noun,,,,,,,,,,,,,,,,,,,,,,
container,容器,容器,noun,,,,,,,,,,,,,,,,,,,,,,
content,内容,內容,noun,,,,,,,,,,,,,,,,,,,,,,
content delivery network,内容传送网络,內容傳遞網路,noun,,,,,,,,,,,,,,,,,,,,,,
Content Management System,内容管理系统,內容管理系統,noun,,,,,,,,,,,,,,,,,,,,,,
context menu,操作菜单,操作功能表,noun,,,,,,,,,,,,,,,,,,,,,,
continue,继续,繼續,verb,,,,,,,,,,,,,,,,,,,,,,
contributor,投稿者,投稿者,noun,适用于 WordPress 默认用户角色,,,,,,,,,,,,,,,,,,,,,
contributor,参与者,參與者,noun,,,,,,,,,,,,,,,,,,,,,,
control,控制项,控制項,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
control,控制,控制,verb,,,,,,,,,,,,,,,,,,,,,,
Cookie,Cookie,Cookie,noun,适用于搜索引擎及浏览器相关内容,,,,,,,,,,,,,,,,,,,,,
Cookies,Cookie,Cookie,noun,适用于搜索引擎及浏览器相关内容,,,,,,,,,,,,,,,,,,,,,
coordinate,座标,座標,noun,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,哥本哈根,哥本哈根,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
copy,复制,複製,verb,,,,,,,,,,,,,,,,,,,,,,
copy,复制,複本,noun,,,,,,,,,,,,,,,,,,,,,,
Coral Harbour,珊瑚港,珊瑚港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Cordoba,科尔多瓦,科多瓦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Core,内核程序,核心程式,noun,适用于说明 WordPress 核心程序,,,,,,,,,,,,,,,,,,,,,
Cornish,康沃尔语,康沃耳文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
correlate,相互关联,相互關聯,verb,,,,,,,,,,,,,,,,,,,,,,
Corsican,科西嘉语,科西嘉文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Costa Rica,哥斯达黎加,哥斯大黎加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Costa Rican col&oacute;n,哥斯达黎加科隆,哥斯大黎加科郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
C?te d`Ivoire,科特迪瓦,象牙海岸,noun,,,,,,,,,,,,,,,,,,,,,,
counter,计数器,計數器,noun,,,,,,,,,,,,,,,,,,,,,,
Country code top-level-domain,国家/地区代码顶级域名,國家/地區代碼頂層網域,noun,,,,,,,,,,,,,,,,,,,,,,
coupon code,优惠代码,優惠代碼,noun,,,,,,,,,,,,,,,,,,,,,,
CPT,CPT,CPT,noun,CPT 通常是 Custom Post Type (自定义内容类型) 的缩写,,,,,,,,,,,,,,,,,,,,,
CPT,自定义文章类型,自訂內容類型,noun,CPT 通常是 Custom Post Type (自定义内容类型) 的缩写,,,,,,,,,,,,,,,,,,,,,
crawl,检索,檢索,noun,,,,,,,,,,,,,,,,,,,,,,
crawler,检索器,檢索器,noun,,,,,,,,,,,,,,,,,,,,,,
create,创建,建立,verb,,,,,,,,,,,,,,,,,,,,,,
Creative Commons,知识共享,創用 CC,noun,,,,,,,,,,,,,,,,,,,,,,
credentials,认证,認證,noun,,,,,,,,,,,,,,,,,,,,,,
Cree,克里语,克里文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Creston,克雷斯顿,克雷斯頓,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Croatian,克罗地亚语,克羅埃西亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Croatian kuna,克罗地亚库纳,克羅埃西亞庫納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
crop,裁剪,裁剪,noun,,,,,,,,,,,,,,,,,,,,,,
cross site,跨网站,跨網站,noun,,,,,,,,,,,,,,,,,,,,,,
cross-sell,交叉销售,交叉銷售,verb,,,,,,,,,,,,,,,,,,,,,,
cross-selling,交叉销售,交叉銷售,noun,,,,,,,,,,,,,,,,,,,,,,
cross-site,跨网站,跨網站,noun,,,,,,,,,,,,,,,,,,,,,,
CSS,CSS,CSS,noun,CSS 是 Cascading Style Sheets (级联样式表) 的缩写,,,,,,,,,,,,,,,,,,,,,
CSV,CSV,CSV,noun,CSV 是 Comma Separated Values (逗点分隔值) 的缩写，文件格式的一种,,,,,,,,,,,,,,,,,,,,,
CTA,行动号召,行動號召,noun,,,,,,,,,,,,,,,,,,,,,,
Cuban convertible peso,古巴可兑换比绍,古巴可兌換披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Cuban peso,古巴比绍,古巴披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Cuiaba,库亚巴,古雅巴,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Curacao,库拉索,古拉果,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
current,当前,目前,adjective,,,,,,,,,,,,,,,,,,,,,,
Currie,柯里,柯里,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
custom,定制,自訂,adjective,,,,,,,,,,,,,,,,,,,,,,
custom color,自定义颜色,自訂色彩,noun,,,,,,,,,,,,,,,,,,,,,,
custom field,自定义字段,自訂欄位,noun,,,,,,,,,,,,,,,,,,,,,,
custom post type,自定义文章类型,自訂內容類型,noun,,,,,,,,,,,,,,,,,,,,,,
customer,客户,客戶,noun,,,,,,,,,,,,,,,,,,,,,,
customize,定制,自訂,verb,,,,,,,,,,,,,,,,,,,,,,
customizer,定制器,外觀自訂器,noun,,,,,,,,,,,,,,,,,,,,,,
Cyber Monday,网络星期一,網購星期一,noun,,,,,,,,,,,,,,,,,,,,,,
Czech,捷克语,捷克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Czech koruna,捷克克朗,捷克克朗,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Dacca,达卡,達卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Dakar,达喀尔,達卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Damascus,大马士革,大馬士革,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Danish,丹麦语,丹麥文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Danish krone,丹麦克朗,丹麥克朗,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Danmarkshavn,丹麦港,格陵蘭,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Dar es Salaam,达累斯萨拉姆,達萊撒蘭,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
dark mode,深色模式,深色模式,noun,,,,,,,,,,,,,,,,,,,,,,
Darwin,达尔文,達爾文,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
dashboard,仪表盘,控制台,noun,,,,,,,,,,,,,,,,,,,,,,
dashboard widget,仪表盘小工具,控制台小工具,noun,,,,,,,,,,,,,,,,,,,,,,
data,数据,資料,noun,,,,,,,,,,,,,,,,,,,,,,
data erasure request,数据删除请求,個人資料清除要求,noun,,,,,,,,,,,,,,,,,,,,,,
database,数据库,資料庫,noun,,,,,,,,,,,,,,,,,,,,,,
database collation,数据库整理,資料庫定序,noun,适用于数据库,,,,,,,,,,,,,,,,,,,,,
database host,数据库主机,資料庫主機位址,noun,,,,,,,,,,,,,,,,,,,,,,
database name,数据库名称,資料庫名稱,noun,,,,,,,,,,,,,,,,,,,,,,
date format,日期格式,日期格式,noun,,,,,,,,,,,,,,,,,,,,,,
Davis,戴维斯站,戴維斯站,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Dawson,道森市,道森市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Dawson Creek,道森克里克,道森河市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
deactivate,停用,停用,verb,,,,,,,,,,,,,,,,,,,,,,
Debian,Debian,Debian,noun,Linux 发行版名称,,,,,,,,,,,,,,,,,,,,,
debug,调试,偵錯,verb,,,,,,,,,,,,,,,,,,,,,,
decentralize,去中心化,分散式,verb,,,,,,,,,,,,,,,,,,,,,,
decentralized,去中心化,分散式,adjective,,,,,,,,,,,,,,,,,,,,,,
decimal,小数,小數,noun,,,,,,,,,,,,,,,,,,,,,,
decimal leading zero,以零开头小数,以零開頭小數,noun,,,,,,,,,,,,,,,,,,,,,,
declare,声明,宣告,verb,,,,,,,,,,,,,,,,,,,,,,
decode,解码,解碼,verb,,,,,,,,,,,,,,,,,,,,,,
decoder,解码器,解碼器,noun,,,,,,,,,,,,,,,,,,,,,,
decompile,反编译,反向編譯,verb,,,,,,,,,,,,,,,,,,,,,,
deep,深层拷贝,深層複製,noun,对来源项目进行深层复制，目标项目与来源项目为分别独立的项目，变更其中一个项目不会影响另一个项目。,,,,,,,,,,,,,,,,,,,,,
default,默认,預設,adjective,,,,,,,,,,,,,,,,,,,,,,
default,默认值,預設值,noun,,,,,,,,,,,,,,,,,,,,,,
default theme,默认主题,預設佈景主題,noun,,,,,,,,,,,,,,,,,,,,,,
defer,延迟,延遲,verb,,,,,,,,,,,,,,,,,,,,,,
defer,顺延,順延,verb,,,,,,,,,,,,,,,,,,,,,,
delete,删除,刪除,verb,,,,,,,,,,,,,,,,,,,,,,
Denver,丹佛,丹佛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
deploy,部署,部署,verb,,,,,,,,,,,,,,,,,,,,,,
deployment,部署,部署,noun,,,,,,,,,,,,,,,,,,,,,,
deprecated,已弃用,淘汰不用,adjective,,,,,,,,,,,,,,,,,,,,,,
DES,递减,遞減,adjective,如果是排序方式的属性值，请保留原文,,,,,,,,,,,,,,,,,,,,,
descending,降幂,降冪,adjective,,,,,,,,,,,,,,,,,,,,,,
descending,递减,遞減,adjective,,,,,,,,,,,,,,,,,,,,,,
detail,详情,詳細資料,noun,,,,,,,,,,,,,,,,,,,,,,
details,详情,詳細資料,noun,,,,,,,,,,,,,,,,,,,,,,
Detroit,底特律,底特律,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
develop,开发,開發,verb,,,,,,,,,,,,,,,,,,,,,,
developer,开发者,開發者,noun,,,,,,,,,,,,,,,,,,,,,,
development,开发,開發,noun,,,,,,,,,,,,,,,,,,,,,,
development,开发工作,開發工作,noun,,,,,,,,,,,,,,,,,,,,,,
device,设备,裝置,noun,,,,,,,,,,,,,,,,,,,,,,
Dhaka,达卡,達卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Dhivehi,迪维希语,迪培希文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
dialog,对话,對話,noun,,,,,,,,,,,,,,,,,,,,,,
dialog,对话框,對話方塊,noun,,,,,,,,,,,,,,,,,,,,,,
dialog box,对话框,對話方塊,noun,,,,,,,,,,,,,,,,,,,,,,
Dili,帝力,帝利,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
directive,指示词,指示詞,noun,,,,,,,,,,,,,,,,,,,,,,
directory,目录,目錄,noun,,,,,,,,,,,,,,,,,,,,,,
disable,停用,停用,verb,,,,,,,,,,,,,,,,,,,,,,
disassemble,反向编译,反向組譯,verb,,,,,,,,,,,,,,,,,,,,,,
disc,目录起点,圓點,noun,适用于形状,,,,,,,,,,,,,,,,,,,,,
discard,丢弃,捨棄,verb,,,,,,,,,,,,,,,,,,,,,,
discount,折扣,折扣,noun,,,,,,,,,,,,,,,,,,,,,,
dismount,卸载,卸載,verb,适用于连接储存装置,,,,,,,,,,,,,,,,,,,,,
display,显示,顯示,verb,,,,,,,,,,,,,,,,,,,,,,
display,显示方式,顯示方式,noun,,,,,,,,,,,,,,,,,,,,,,
Divehi,迪维希语,迪維西文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
divider,分隔线,分隔線,noun,,,,,,,,,,,,,,,,,,,,,,
Djibouti,吉布提,吉布地,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
