en,zh-cn,pos,description,,,,,,,,,,,,,,,,,,,,,
modify,修改,verb,,,,,,,,,,,,,,,,,,,,,,
module,模块,noun,,,,,,,,,,,,,,,,,,,,,,
Mogadishu,摩加迪沙,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Moldovan leu,摩尔多瓦列伊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Monaco,摩纳哥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Moncton,蒙克顿,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Mongolian,蒙古文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Mongolian t&ouml;gr&ouml;g,蒙古图格鲁格,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Monrovia,蒙罗维亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Monterrey,蒙特雷,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Montevideo,蒙得维的亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Monticello,蒙蒂塞洛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Montreal,蒙特利尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Montserrat,蒙特塞拉特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Moroccan Arabic,摩洛哥 阿拉伯语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Moroccan dirham,摩洛哥迪拉姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Moscow,莫斯科,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
mount,挂载,verb,适用于连接储存装置,,,,,,,,,,,,,,,,,,,,,
mouse,鼠标,noun,,,,,,,,,,,,,,,,,,,,,,
mouse shortcut,鼠标快捷键,noun,,,,,,,,,,,,,,,,,,,,,,
mouseover,鼠标悬停,noun,,,,,,,,,,,,,,,,,,,,,,
Mozambican metical,莫桑比克梅蒂卡尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
multibyte,多字节,noun,,,,,,,,,,,,,,,,,,,,,,
multi-byte,多字节,noun,,,,,,,,,,,,,,,,,,,,,,
multicurrency,多币种,noun,,,,,,,,,,,,,,,,,,,,,,
multi-currency,多币种,noun,,,,,,,,,,,,,,,,,,,,,,
multilingual,多语言,adjective,,,,,,,,,,,,,,,,,,,,,,
multilingual,多语系,adjective,,,,,,,,,,,,,,,,,,,,,,
multipurpose,多用途,adjective,,,,,,,,,,,,,,,,,,,,,,
multi-purpose,多用途,adjective,,,,,,,,,,,,,,,,,,,,,,
multisite,多站点,noun,,,,,,,,,,,,,,,,,,,,,,
Muscat,马斯喀特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
must use,强制使用,adjective,适用于 WordPress 提及的 Must Use Plugin。,,,,,,,,,,,,,,,,,,,,,
must-use,强制使用,adjective,适用于 WordPress 提及的 Must Use Plugin。,,,,,,,,,,,,,,,,,,,,,
Myanmar,缅甸,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Myanmar (Burmese),缅甸语 (缅甸),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
MySQL,MySQL,noun,数据库名称,,,,,,,,,,,,,,,,,,,,,
Nairobi,内罗毕,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Namibian dollar,纳米比亚元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Nassau,拿骚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Nauru,瑙鲁语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nauru,瑙鲁,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Navajo,纳瓦霍语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Navigation menu,导航菜单,noun,,,,,,,,,,,,,,,,,,,,,,
NC,非商业性使用,noun,适用于 Creative Commons 创用 CC 授权方式,,,,,,,,,,,,,,,,,,,,,
ND,禁止修改,noun,适用于 Creative Commons 创用 CC 授权方式,,,,,,,,,,,,,,,,,,,,,
Ndjamena,恩贾梅纳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ndonga,恩东加语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nepalese rupee,尼泊尔卢比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Nepali,尼泊尔语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Netherlands Antillean guilder,荷属安的列斯盾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Network,多站点网络,noun,适用于 WordPress 多站网络相关内容,,,,,,,,,,,,,,,,,,,,,
network,网络,noun,,,,,,,,,,,,,,,,,,,,,,
new,新增,verb,,,,,,,,,,,,,,,,,,,,,,
New Salem,新塞勒姆,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
New Taiwan dollar,新台币,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
New York,纽约,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
New Zealand dollar,新西兰元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
next page,下一页,noun,,,,,,,,,,,,,,,,,,,,,,
NGINX,NGINX,noun,网页服务器名称,,,,,,,,,,,,,,,,,,,,,
Niamey,尼亚美,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Nias,尼亚斯语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Nicaraguan c&oacute;rdoba,尼加拉瓜科尔多瓦,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Nickname,昵称,noun,,,,,,,,,,,,,,,,,,,,,,
Nicosia,尼科西亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Nigerian naira,尼日利亚奈拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Nipigon,尼皮贡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Niue,纽威岛,noun,,,,,,,,,,,,,,,,,,,,,,
no title,无标题,noun,,,,,,,,,,,,,,,,,,,,,,
Nome,诺姆,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
nonce,随机数,noun,,,,,,,,,,,,,,,,,,,,,,
noninfringement,不侵权,noun,,,,,,,,,,,,,,,,,,,,,,
non-infringement,不侵权,noun,,,,,,,,,,,,,,,,,,,,,,
non-whitespace,非空白字符,noun,,,,,,,,,,,,,,,,,,,,,,
Norfolk,诺福克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Noronha,诺罗尼亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
North,北方,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
North Dakota,北达科他州,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
North Korean,朝鲜,noun,,,,,,,,,,,,,,,,,,,,,,
North Korean won,朝鲜元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
North Ndebele,北恩德贝莱,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Northern Sami,北萨米语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian,挪威语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian (Bokm?l),挪威语（博克马尔语）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian (Nynorsk),挪威语（新诺斯克语）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian Bokmal,挪威博克马尔,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Norwegian krone,挪威克朗,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Norwegian Nynorsk,挪威尼诺斯克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
notation,符号,noun,,,,,,,,,,,,,,,,,,,,,,
notation,符号,noun,,,,,,,,,,,,,,,,,,,,,,
notification,通知,noun,,,,,,,,,,,,,,,,,,,,,,
Nouakchott,努瓦克肖特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Noumea,努美阿,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Novokuznetsk,新库兹涅茨克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Novosibirsk,新西伯利亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
NSW,新南威尔士州,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
numeric,整数,noun,,,,,,,,,,,,,,,,,,,,,,
Nuuk,努克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Nyanja,尼昂加语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
object,对象,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
object cache,对象缓存,noun,,,,,,,,,,,,,,,,,,,,,,
Occitan,奥克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
oEmbed,oEmbed,noun,,,,,,,,,,,,,,,,,,,,,,
offset,偏移量,noun,,,,,,,,,,,,,,,,,,,,,,
offset,位移,noun,,,,,,,,,,,,,,,,,,,,,,
Ojibwa,奥吉布瓦语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ojinaga,奥希纳加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Omani rial,阿曼里亚尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Omsk,鄂木斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
one-time,买断型,adjective,适用于付费方式,,,,,,,,,,,,,,,,,,,,,
one-time,一次性,adjective,,,,,,,,,,,,,,,,,,,,,,
one-time password,一次性密码,noun,,,,,,,,,,,,,,,,,,,,,,
one-to-one,一对一,noun,,,,,,,,,,,,,,,,,,,,,,
oops,哎呀,noun,,,,,,,,,,,,,,,,,,,,,,
opacity,不透明度,noun,,,,,,,,,,,,,,,,,,,,,,
Open Graph,开放社交关系图,noun,Facebook 官方译文,,,,,,,,,,,,,,,,,,,,,
open rate,打开率,noun,,,,,,,,,,,,,,,,,,,,,,
open source,开源,noun,,,,,,,,,,,,,,,,,,,,,,
Openverse,Openverse,noun,目前由 Automattic 管理、维护、开发、更新的创用 CC 授权媒体档案搜索引擎。,,,,,,,,,,,,,,,,,,,,,
operating system,操作系统,noun,,,,,,,,,,,,,,,,,,,,,,
operation system,操作系统,noun,,,,,,,,,,,,,,,,,,,,,,
operator,操作符,noun,,,,,,,,,,,,,,,,,,,,,,
optimization,优化,noun,,,,,,,,,,,,,,,,,,,,,,
optimize,优化,noun,,,,,,,,,,,,,,,,,,,,,,
option,选项,noun,,,,,,,,,,,,,,,,,,,,,,
Oral,乌拉尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Oriya,奥里亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Oromo,奥罗莫语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
OS,操作系统,noun,一般来说，OS 会是 Content Management System (操作系统) 的缩写,,,,,,,,,,,,,,,,,,,,,
Oslo,奥斯陆,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ossetian,奥塞梯语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ossetic,奥塞梯语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
OTP,OTP,noun,OTP 通常是 One-Time Password (单次有效密码) 的缩写,,,,,,,,,,,,,,,,,,,,,
OTP,一次性密码,noun,OTP 通常是 One-Time Password (单次有效密码) 的缩写,,,,,,,,,,,,,,,,,,,,,
Ouagadougou,瓦加杜古,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
outage,中断,noun,,,,,,,,,,,,,,,,,,,,,,
outdent,减少缩进,verb,,,,,,,,,,,,,,,,,,,,,,
outline,外框,noun,适用于网页设计,,,,,,,,,,,,,,,,,,,,,
outline,大纲,noun,,,,,,,,,,,,,,,,,,,,,,
outline view,大纲视图,noun,适用于检视方式名称,,,,,,,,,,,,,,,,,,,,,
overlay,覆盖,verb,,,,,,,,,,,,,,,,,,,,,,
override,覆盖,verb,,,,,,,,,,,,,,,,,,,,,,
overview,概观,noun,,,,,,,,,,,,,,,,,,,,,,
overview,总览,noun,,,,,,,,,,,,,,,,,,,,,,
ownership,所有权,noun,,,,,,,,,,,,,,,,,,,,,,
Pacific,太平洋,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
package,包裹,noun,,,,,,,,,,,,,,,,,,,,,,
package,封装,noun,,,,,,,,,,,,,,,,,,,,,,
package,封装,verb,,,,,,,,,,,,,,,,,,,,,,
packager,封装工具,noun,,,,,,,,,,,,,,,,,,,,,,
padding,填充,noun,,,,,,,,,,,,,,,,,,,,,,
page,页面,noun,适用于确定 Page 所指确实是 [页面] 内容类型时,,,,,,,,,,,,,,,,,,,,,
page builder,页面构建器,noun,,,,,,,,,,,,,,,,,,,,,,
Pago Pago,帕果帕果,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pakistani rupee,巴基斯坦卢比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Palau,帕劳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pali,巴利语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Palmer,帕尔默,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panama,巴拿马,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panamanian balboa,巴拿马巴波亚,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
pane,窗格,noun,,,,,,,,,,,,,,,,,,,,,,
panel,面板,noun,,,,,,,,,,,,,,,,,,,,,,
Pangnirtung,庞纳通,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Panjabi,旁遮普语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Panjabi (India),旁遮普语（印度）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Papua New Guinean kina,巴布亚新几内亚基那,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Paraguayan guaran&iacute;,巴拉圭瓜拉尼,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
parallax,视差,noun,,,,,,,,,,,,,,,,,,,,,,
Paramaribo,帕拉马里博,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
parameter,参数,noun,,,,,,,,,,,,,,,,,,,,,,
parent,上级,adjective,,,,,,,,,,,,,,,,,,,,,,
parent theme,父主题,noun,,,,,,,,,,,,,,,,,,,,,,
Paris,巴黎,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
parked domain,停放域名,noun,存放网域或只是用来预留网址的网站，其中显示「建设中」或「即将上线」等类似讯息。,,,,,,,,,,,,,,,,,,,,,
parse,解析,verb,,,,,,,,,,,,,,,,,,,,,,
parser,解析器,noun,,,,,,,,,,,,,,,,,,,,,,
part,部分,noun,适用于区块编辑器、网站编辑器相关内容,,,,,,,,,,,,,,,,,,,,,
Pashto,普什图语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
passkey,密码密钥,noun,Google 官方译文,,,,,,,,,,,,,,,,,,,,,
passkey,通行密钥,noun,Microsoft 官方译文 (建议采用),,,,,,,,,,,,,,,,,,,,,
password protected,受密码保护,adjective,,,,,,,,,,,,,,,,,,,,,,
passwordless,无密码,adjective,,,,,,,,,,,,,,,,,,,,,,
patch,补丁,noun,,,,,,,,,,,,,,,,,,,,,,
Patchstack,Patchstack,noun,,,,,,,,,,,,,,,,,,,,,,
path,路径,noun,,,,,,,,,,,,,,,,,,,,,,
pattern,区块样板,noun,适用于区块编辑器及全站编辑相关内容,,,,,,,,,,,,,,,,,,,,,
payment gateway,支付网关,noun,,,,,,,,,,,,,,,,,,,,,,
paywall,付费墙,noun,,,,,,,,,,,,,,,,,,,,,,
paywall,需要付费,verb,,,,,,,,,,,,,,,,,,,,,,
PChome,PChome,noun,,,,,,,,,,,,,,,,,,,,,,
PChome,网络家庭,noun,,,,,,,,,,,,,,,,,,,,,,
PDF,PDF,noun,PDF 是 Portable Document Format (便携式文件格式) 的缩写,,,,,,,,,,,,,,,,,,,,,
peak,顶峰,adjective,,,,,,,,,,,,,,,,,,,,,,
pending,待复审,adjective,适用于各种发布状态,,,,,,,,,,,,,,,,,,,,,
percent,百分比符号,noun,,,,,,,,,,,,,,,,,,,,,,
performance,性能,noun,,,,,,,,,,,,,,,,,,,,,,
period,句号,noun,适用于标点符号 .,,,,,,,,,,,,,,,,,,,,,
period,周期,noun,,,,,,,,,,,,,,,,,,,,,,
period,期间,noun,,,,,,,,,,,,,,,,,,,,,,
permalink,固定链接,noun,Google 中国官方译文，适用于搜索引擎相关内容及核心程序,,,,,,,,,,,,,,,,,,,,,
permanent,永久,adjective,,,,,,,,,,,,,,,,,,,,,,
permanently,永久,adverb,,,,,,,,,,,,,,,,,,,,,,
permission,权限,noun,,,,,,,,,,,,,,,,,,,,,,
Persian,波斯语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Persian (Afghanistan),波斯语（阿富汗）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
persistent object cache,持久对象缓存,noun,,,,,,,,,,,,,,,,,,,,,,
Perth,珀斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Peruvian nuevo sol,秘鲁新索尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Petersburg,圣彼得堡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Philippine peso,菲律宾比绍,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
phish,网络钓鱼,noun,,,,,,,,,,,,,,,,,,,,,,
phishing,网络钓鱼,noun,适用于互联网行为,,,,,,,,,,,,,,,,,,,,,
phishing,网络钓鱼,noun,,,,,,,,,,,,,,,,,,,,,,
Phnom Penh,金边,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Phoenix,菲尼克斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
photo,照片,noun,,,,,,,,,,,,,,,,,,,,,,
PHP,PHP,noun,,,,,,,,,,,,,,,,,,,,,,
PHP extension,PHP 扩展,noun,,,,,,,,,,,,,,,,,,,,,,
physical,实体,adjective,,,,,,,,,,,,,,,,,,,,,,
picker,拾取器,noun,,,,,,,,,,,,,,,,,,,,,,
picture,图片,noun,,,,,,,,,,,,,,,,,,,,,,
pin,别针,verb,,,,,,,,,,,,,,,,,,,,,,
ping,自动通知,verb,,,,,,,,,,,,,,,,,,,,,,
pingback,引用通知,noun,,,,,,,,,,,,,,,,,,,,,,
Pinterest,Pinterest,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Pitcairn,皮特凯恩,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pixnet,痞客邦,noun,,,,,,,,,,,,,,,,,,,,,,
Pixnet,Pixnet,noun,,,,,,,,,,,,,,,,,,,,,,
placeholder,占位符,noun,,,,,,,,,,,,,,,,,,,,,,
playlist,播放列表,noun,,,,,,,,,,,,,,,,,,,,,,
please try again,请再试一次,noun,,,,,,,,,,,,,,,,,,,,,,
please wait,请稍等,verb,,,,,,,,,,,,,,,,,,,,,,
plugin,插入,noun,,,,,,,,,,,,,,,,,,,,,,
plugin directory,插件目录,noun,,,,,,,,,,,,,,,,,,,,,,
plugin name,插件名称,noun,,,,,,,,,,,,,,,,,,,,,,
podcast,播客,noun,,,,,,,,,,,,,,,,,,,,,,
Podgorica,波德戈里察,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pohnpei,波纳佩岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
policy,政策,noun,,,,,,,,,,,,,,,,,,,,,,
Polish,波兰语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Polish z&#x142;oty,波兰兹罗提,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Ponape,波纳佩岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pontianak,坤甸,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
pool,集区,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
popup,弹窗,noun,,,,,,,,,,,,,,,,,,,,,,
port,连接端口,noun,适用于各种装置,,,,,,,,,,,,,,,,,,,,,
port,通信端口,noun,适用于通讯协议,,,,,,,,,,,,,,,,,,,,,
Port Moresby,莫尔兹比港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Port of Spain,西班牙港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Portable Document Format,便携式文档格式,noun,,,,,,,,,,,,,,,,,,,,,,
Port-au-Prince,太子港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
portfolio,作品集,noun,,,,,,,,,,,,,,,,,,,,,,
Porto Acre,阿卡港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Porto Velho,韦柳港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Porto-Novo,波多诺伏港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Portuguese,葡萄牙语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Angola),葡萄牙语（安哥拉）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Brazil),葡萄牙语（巴西）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Portuguese (Portugal),葡萄牙语（葡萄牙）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
"Portuguese (Portugal, AO90)",葡萄牙语（葡萄牙，AO90）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
post,文章,noun,适用于确定 Post 所指确实是 [文章] 内容类型时,,,,,,,,,,,,,,,,,,,,,
post editor,文章编辑器,noun,,,,,,,,,,,,,,,,,,,,,,
post format,文章格式,noun,,,,,,,,,,,,,,,,,,,,,,
post status,文章发布状态,noun,,,,,,,,,,,,,,,,,,,,,,
post thumbnail,文章缩略图,noun,,,,,,,,,,,,,,,,,,,,,,
post type,文章类型,noun,,,,,,,,,,,,,,,,,,,,,,
postfix,后缀,noun,,,,,,,,,,,,,,,,,,,,,,
Pound sterling,英镑,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Powered by WordPress,自豪地采用 WordPress,verb,,,,,,,,,,,,,,,,,,,,,,
Prague,布拉格,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
preference,偏好设置,noun,,,,,,,,,,,,,,,,,,,,,,
prefix,前缀,noun,,,,,,,,,,,,,,,,,,,,,,
preload list,预加载列表,noun,,,,,,,,,,,,,,,,,,,,,,
preloader,预加载器,noun,,,,,,,,,,,,,,,,,,,,,,
preserve,保留,verb,,,,,,,,,,,,,,,,,,,,,,
preset,预设,adjective,,,,,,,,,,,,,,,,,,,,,,
preset,预设,noun,,,,,,,,,,,,,,,,,,,,,,
press,按下,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
pre-trained,预先训练,adjective,,,,,,,,,,,,,,,,,,,,,,
previous page,上一页,noun,,,,,,,,,,,,,,,,,,,,,,
principle,原则,noun,,,,,,,,,,,,,,,,,,,,,,
privacy policy,隐私政策,noun,,,,,,,,,,,,,,,,,,,,,,
privacy statement,隐私声明,noun,,,,,,,,,,,,,,,,,,,,,,
processor,处理器,noun,,,,,,,,,,,,,,,,,,,,,,
prod,生产环境,noun,如果确定是 Production 的简写，则适用于网站建设,,,,,,,,,,,,,,,,,,,,,
production,生产环境,noun,适用于网站建设,,,,,,,,,,,,,,,,,,,,,
profile,个人资料,noun,,,,,,,,,,,,,,,,,,,,,,
profiler,分析器,noun,,,,,,,,,,,,,,,,,,,,,,
profiling,分析,noun,,,,,,,,,,,,,,,,,,,,,,
programming language,编程语言,noun,,,,,,,,,,,,,,,,,,,,,,
progress bar,进度条,noun,,,,,,,,,,,,,,,,,,,,,,
promo code,促销代码,noun,,,,,,,,,,,,,,,,,,,,,,
promotion code,促销代码,noun,,,,,,,,,,,,,,,,,,,,,,
protect,保护,verb,,,,,,,,,,,,,,,,,,,,,,
protection,保护,noun,,,,,,,,,,,,,,,,,,,,,,
protocol,协议,noun,,,,,,,,,,,,,,,,,,,,,,
publish,发布,verb,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,波多黎各,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
pull request,拉取请求,noun,适用于程序开发及 Git 相关内容,,,,,,,,,,,,,,,,,,,,,
Punjabi,旁遮普语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Punta Arenas,蓬塔阿雷纳斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Pure CSS,Pure CSS,noun,,,,,,,,,,,,,,,,,,,,,,
purpose,目的,noun,,,,,,,,,,,,,,,,,,,,,,
Pyongyang,平壤,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Qatar,卡塔尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Qatari riyal,卡塔尔里亚尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Qostanay,库斯塔奈,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
QR Code,二维码,noun,,,,,,,,,,,,,,,,,,,,,,
Quechua,克丘亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Queensland,昆士兰州,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
query,查询,noun,,,,,,,,,,,,,,,,,,,,,,
query string,查询字符串,noun,,,,,,,,,,,,,,,,,,,,,,
quick start,快速开始,noun,,,,,,,,,,,,,,,,,,,,,,
quota,配额,noun,,,,,,,,,,,,,,,,,,,,,,
Quote,引用,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
Qyzylorda,克孜勒奥尔达,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
radio button,单选按钮,noun,,,,,,,,,,,,,,,,,,,,,,
Raeto-Romance,罗曼什语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Rainy River,雷尼河区,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rangoon,仰光,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rankin Inlet,兰金因莱特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rarotonga,拉罗汤加岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
RC,RC,noun,RC 通常是 Release Candidate (发行候选版本) 的缩写,,,,,,,,,,,,,,,,,,,,,
real-time,实时,adjective,,,,,,,,,,,,,,,,,,,,,,
